observation_date,USALORSGPNOSTSAM
1998-05-01,100.01060000000000
1998-06-01,100.06699999999999
1998-07-01,100.14780000000000
1998-08-01,100.24840000000000
1998-09-01,100.36020000000001
1998-10-01,100.46910000000000
1998-11-01,100.56059999999999
1998-12-01,100.62479999999999
1999-01-01,100.66340000000000
1999-02-01,100.68450000000000
1999-03-01,100.69980000000000
1999-04-01,100.72290000000000
1999-05-01,100.76640000000000
1999-06-01,100.83850000000000
1999-07-01,100.93750000000000
1999-08-01,101.05610000000000
1999-09-01,101.18230000000000
1999-10-01,101.29989999999999
1999-11-01,101.39490000000001
1999-12-01,101.46320000000000
2000-01-01,101.51949999999999
2000-02-01,101.58180000000000
2000-03-01,101.65810000000000
2000-04-01,101.73130000000000
2000-05-01,101.77470000000000
2000-06-01,101.76739999999999
2000-07-01,101.71210000000001
2000-08-01,101.62100000000000
2000-09-01,101.50520000000000
2000-10-01,101.36740000000000
2000-11-01,101.20650000000001
2000-12-01,101.02400000000000
2001-01-01,100.83220000000000
2001-02-01,100.64500000000000
2001-03-01,100.46950000000000
2001-04-01,100.29770000000001
2001-05-01,100.11709999999999
2001-06-01,99.92085000000000
2001-07-01,99.71906000000000
2001-08-01,99.52970999999999
2001-09-01,99.37058000000000
2001-10-01,99.25041000000000
2001-11-01,99.17184000000000
2001-12-01,99.13155000000000
2002-01-01,99.11745999999999
2002-02-01,99.11458000000000
2002-03-01,99.10890000000001
2002-04-01,99.09058000000000
2002-05-01,99.05288000000000
2002-06-01,98.99196000000001
2002-07-01,98.90814000000000
2002-08-01,98.80467000000000
2002-09-01,98.68805000000000
2002-10-01,98.56985000000000
2002-11-01,98.46375000000000
2002-12-01,98.38266000000000
2003-01-01,98.33516000000000
2003-02-01,98.32811000000000
2003-03-01,98.36687999999999
2003-04-01,98.45260000000000
2003-05-01,98.58334000000001
2003-06-01,98.75182000000000
2003-07-01,98.93971999999999
2003-08-01,99.12505000000000
2003-09-01,99.28806000000000
2003-10-01,99.41727000000000
2003-11-01,99.50743000000000
2003-12-01,99.55982000000000
2004-01-01,99.58521000000000
2004-02-01,99.59766000000000
2004-03-01,99.61032000000000
2004-04-01,99.63208000000000
2004-05-01,99.66862000000000
2004-06-01,99.72287000000000
2004-07-01,99.79433000000000
2004-08-01,99.88091000000000
2004-09-01,99.97949000000000
2004-10-01,100.08550000000000
2004-11-01,100.19320000000000
2004-12-01,100.29570000000000
2005-01-01,100.38480000000000
2005-02-01,100.45320000000000
2005-03-01,100.49800000000000
2005-04-01,100.52540000000000
2005-05-01,100.54559999999999
2005-06-01,100.56770000000000
2005-07-01,100.59670000000000
2005-08-01,100.63549999999999
2005-09-01,100.68720000000000
2005-10-01,100.75640000000000
2005-11-01,100.84590000000000
2005-12-01,100.95140000000001
2006-01-01,101.05549999999999
2006-02-01,101.13679999999999
2006-03-01,101.17970000000000
2006-04-01,101.18590000000000
2006-05-01,101.16589999999999
2006-06-01,101.13490000000000
2006-07-01,101.10880000000000
2006-08-01,101.10100000000000
2006-09-01,101.11750000000001
2006-10-01,101.15200000000000
2006-11-01,101.19390000000000
2006-12-01,101.23480000000001
2007-01-01,101.27540000000000
2007-02-01,101.32100000000000
2007-03-01,101.37670000000000
2007-04-01,101.44329999999999
2007-05-01,101.51900000000001
2007-06-01,101.60010000000000
2007-07-01,101.68190000000000
2007-08-01,101.75790000000001
2007-09-01,101.82050000000000
2007-10-01,101.86090000000000
2007-11-01,101.87250000000000
2007-12-01,101.85500000000000
2008-01-01,101.82220000000000
2008-02-01,101.78810000000000
2008-03-01,101.75640000000000
2008-04-01,101.70820000000001
2008-05-01,101.61320000000001
2008-06-01,101.44029999999999
2008-07-01,101.17319999999999
2008-08-01,100.80759999999999
2008-09-01,100.35480000000000
2008-10-01,99.85274000000000
2008-11-01,99.34846000000000
2008-12-01,98.88458000000000
2009-01-01,98.48657000000000
2009-02-01,98.16973000000000
2009-03-01,97.94125000000000
2009-04-01,97.79636000000001
2009-05-01,97.72743000000000
2009-06-01,97.72682000000000
2009-07-01,97.78421000000000
2009-08-01,97.88950000000000
2009-09-01,98.03148000000000
2009-10-01,98.19285000000001
2009-11-01,98.35715999999999
2009-12-01,98.51421999999999
2010-01-01,98.66520000000000
2010-02-01,98.81630000000000
2010-03-01,98.97269000000000
2010-04-01,99.13218999999999
2010-05-01,99.28815000000000
2010-06-01,99.43206000000001
2010-07-01,99.55607000000001
2010-08-01,99.65253000000000
2010-09-01,99.71471000000000
2010-10-01,99.73933000000000
2010-11-01,99.72645000000000
2010-12-01,99.68182000000000
2011-01-01,99.62172000000000
2011-02-01,99.56438000000000
2011-03-01,99.52235000000000
2011-04-01,99.49458000000000
2011-05-01,99.47581000000000
2011-06-01,99.46468000000000
2011-07-01,99.47114999999999
2011-08-01,99.50879999999999
2011-09-01,99.58593999999999
2011-10-01,99.69413000000000
2011-11-01,99.81706000000000
2011-12-01,99.93684000000000
2012-01-01,100.03919999999999
2012-02-01,100.11290000000000
2012-03-01,100.15089999999999
2012-04-01,100.15250000000000
2012-05-01,100.12030000000000
2012-06-01,100.06010000000001
2012-07-01,99.98201000000000
2012-08-01,99.89824000000000
2012-09-01,99.82144000000000
2012-10-01,99.76358999999999
2012-11-01,99.73363000000001
2012-12-01,99.73361000000000
2013-01-01,99.75275999999999
2013-02-01,99.77692000000000
2013-03-01,99.79646000000000
2013-04-01,99.81368000000001
2013-05-01,99.83587000000000
2013-06-01,99.86842000000000
2013-07-01,99.90746000000000
2013-08-01,99.94359000000000
2013-09-01,99.96487000000000
2013-10-01,99.96008999999999
2013-11-01,99.92341999999999
2013-12-01,99.86076000000000
2014-01-01,99.79823000000000
2014-02-01,99.76767000000000
2014-03-01,99.79205000000000
2014-04-01,99.86874000000000
2014-05-01,99.98190000000000
2014-06-01,100.11100000000000
2014-07-01,100.23650000000001
2014-08-01,100.34310000000001
2014-09-01,100.42319999999999
2014-10-01,100.48180000000001
2014-11-01,100.52830000000000
2014-12-01,100.57030000000000
2015-01-01,100.60800000000000
2015-02-01,100.63720000000001
2015-03-01,100.65210000000000
2015-04-01,100.64940000000000
2015-05-01,100.62660000000000
2015-06-01,100.58310000000000
2015-07-01,100.52110000000000
2015-08-01,100.44459999999999
2015-09-01,100.35890000000001
2015-10-01,100.27209999999999
2015-11-01,100.19190000000000
2015-12-01,100.12309999999999
2016-01-01,100.06420000000000
2016-02-01,100.01179999999999
2016-03-01,99.96378000000000
2016-04-01,99.92219000000000
2016-05-01,99.89066000000000
2016-06-01,99.87118000000000
2016-07-01,99.86028000000000
2016-08-01,99.85223000000001
2016-09-01,99.84161000000000
2016-10-01,99.82565000000000
2016-11-01,99.80367000000000
2016-12-01,99.77682000000000
2017-01-01,99.74840000000000
2017-02-01,99.72295000000000
2017-03-01,99.70569000000000
2017-04-01,99.70166000000000
2017-05-01,99.71575000000000
2017-06-01,99.75185999999999
2017-07-01,99.81070000000000
2017-08-01,99.89079000000000
2017-09-01,99.98766999999999
2017-10-01,100.09180000000001
2017-11-01,100.19180000000000
2017-12-01,100.27790000000000
2018-01-01,100.34500000000000
2018-02-01,100.39080000000000
2018-03-01,100.41520000000000
2018-04-01,100.42120000000000
2018-05-01,100.41240000000001
2018-06-01,100.39000000000000
2018-07-01,100.35320000000000
2018-08-01,100.30080000000000
2018-09-01,100.23460000000000
2018-10-01,100.16430000000000
2018-11-01,100.10230000000000
2018-12-01,100.06059999999999
2019-01-01,100.04559999999999
2019-02-01,100.06080000000000
2019-03-01,100.10740000000000
2019-04-01,100.18230000000000
2019-05-01,100.28000000000000
2019-06-01,100.39319999999999
2019-07-01,100.51060000000000
2019-08-01,100.62070000000000
2019-09-01,100.71520000000000
2019-10-01,100.79290000000000
2019-11-01,100.85469999999999
2019-12-01,100.90049999999999
2020-01-01,100.92590000000000
2020-02-01,100.92350000000000
2020-03-01,95.57449000000000
2020-04-01,93.23018999999999
2020-05-01,92.02607999999999
2020-06-01,93.91477000000000
2020-07-01,95.78439000000000
2020-08-01,97.63110000000000
2020-09-01,97.77527000000001
2020-10-01,97.92089000000000
2020-11-01,98.07908000000000
2020-12-01,98.35726000000000
2021-01-01,98.65836000000000
2021-02-01,98.94743000000000
2021-03-01,99.14842000000000
2021-04-01,99.31895000000000
2021-05-01,99.47011000000001
2021-06-01,99.64618000000000
2021-07-01,99.83472999999999
2021-08-01,100.02509999999999
2021-09-01,100.20080000000000
2021-10-01,100.33230000000000
2021-11-01,100.38860000000000
2021-12-01,100.35200000000000
2022-01-01,100.23869999999999
2022-02-01,100.08010000000000
2022-03-01,99.91029000000000
2022-04-01,99.75680000000000
2022-05-01,99.63930999999999
2022-06-01,99.56774000000000
2022-07-01,99.53745000000001
2022-08-01,99.53753000000000
2022-09-01,99.55598999999999
2022-10-01,99.58266000000000
2022-11-01,99.61045000000000
2022-12-01,99.63593000000000
2023-01-01,99.65987000000000
2023-02-01,99.68629000000000
2023-03-01,99.72163000000000
2023-04-01,99.77378000000000
2023-05-01,99.84943000000000
2023-06-01,99.95032999999999
2023-07-01,100.06770000000000
2023-08-01,100.18880000000000
2023-09-01,100.30230000000000
2023-10-01,100.40330000000000
2023-11-01,100.49120000000001
